mission_profile,mission_profile_ru,ship_id,local_name_ru,rank,faction_id,faction_name_ru,ship_class_id,role_id,branch_id,primary_activity,primary_activity_ru,primary_activity_score,combat_score,mining_score,gas_score,hunting_score,salvage_score,relic_score,repair_score,courier_score,effectiveness_multiplier,class_income_multiplier,mission_scope,mission_archetype,mission_base_fe,mission_required_power,ship_power_estimate,mission_success_factor,requirement_details,mission_capacity_multiplier,five_sortie_floor_fe,five_sortie_floor_applied,variance_multiplier,gross_total_value_fe,accumulated_total_value_fe,material_value_fe,intangible_value_fe,extraction_intangible_multiplier,extraction_intangible_bonus_fe,destroyed_total_value_fe,destroyed_liquid_fe,extracted_total_value_fe,extracted_liquid_fe,total_value_fe,freight_fe,extracted_freight_fe,resource_fe,profile_currency_fe,reputation_fe,extracted_reputation_fe,info_fe,liquid_fe,base_ship_xp,destroyed_ship_xp,extracted_ship_xp,ship_xp,base_mastery_points,destroyed_mastery_points,extracted_mastery_points,mastery_points,craft_full_eff_fe,craft_raw_fe,buy_estimate_fe,base_sorties,craft_payback_sorties,raw_craft_payback_sorties,buy_payback_sorties,craft_total_value_payback_sorties,raw_craft_total_value_payback_sorties,buy_total_value_payback_sorties,craft_lifetimes_to_payback,raw_craft_lifetimes_to_payback,buy_lifetimes_to_payback,activity_capacity_fe,activity_capacity_note,capacity_target_fe,capacity_vs_material_value,capacity_vs_required_value,capacity_vs_total_value,capacity_vs_liquid_value,capacity_vs_five_sortie_craft_target
quick,Быстрая,capital_bomb_artillery_cruiser_r03,Фугас,3,capital,Империя,cruiser,bomb_artillery,bomb_artillery_cruiser,courier,Курьерка,43.56,42.00,0.00,0.00,0.00,0.00,0.00,0.00,43.56,0.9995,1.00,adaptive_ship_rank,quick_adaptive,4400.00,0.00,166.80,1.0000,quick_adaptive,1.00,0.00,no,0.9402,4134.64,4134.64,620.20,3514.44,2.00,3514.44,3514.44,1323.08,7649.08,3266.36,7649.08,1323.08,2646.17,496.16,124.04,1736.55,3473.10,0.00,3266.36,20,20,40,40,11,11,22,22,16410.00,32820.00,24615.00,10,5.02,10.05,7.54,2.15,4.29,3.22,0.50,1.00,0.75,10878.91,"лимит задается плотностью целей/контрактом, не трюмом",7649.08,17.54,1.42,1.42,3.33,3.31
quick,Быстрая,capital_bomb_artillery_cruiser_r04,Каскад,4,capital,Империя,cruiser,bomb_artillery,bomb_artillery_cruiser,combat,Бой,46.00,46.00,0.00,0.00,0.00,0.00,0.00,0.00,42.76,1.0089,1.00,adaptive_ship_rank,quick_adaptive,8700.00,0.00,284.90,1.0000,quick_adaptive,1.00,0.00,no,1.0090,8856.92,8856.92,2214.23,6642.69,2.00,6642.69,6642.69,3897.04,15499.61,10008.32,15499.61,3897.04,7794.09,1771.38,442.85,265.71,531.42,0.00,10008.32,270,270,540,540,10,10,20,20,44040.00,171720.00,79272.00,10,4.40,17.16,7.92,2.84,11.08,5.11,0.44,1.72,0.79,22280.69,"лимит задается плотностью целей/контрактом, не трюмом",15499.61,10.06,1.44,1.44,2.23,2.53
quick,Быстрая,capital_bomb_artillery_cruiser_r05,Залп,5,capital,Империя,cruiser,bomb_artillery,bomb_artillery_cruiser,combat,Бой,48.00,48.00,9.00,0.00,0.00,0.00,0.00,0.00,46.98,1.0292,1.00,adaptive_ship_rank,quick_adaptive,17400.00,0.00,494.40,1.0000,quick_adaptive,1.00,0.00,no,1.0467,18743.75,18743.75,4685.94,14057.81,2.00,14057.81,14057.81,8247.25,32801.56,21180.44,32801.56,8247.25,16494.50,3748.75,937.19,562.31,1124.62,0.00,21180.44,540,540,1080,1080,12,12,24,24,112320.00,440280.00,247104.00,12,5.30,20.79,11.67,3.42,13.42,7.53,0.44,1.73,0.97,47562.26,"лимит задается плотностью целей/контрактом, не трюмом",32801.56,10.15,1.45,1.45,2.25,2.12
quick,Быстрая,capital_bomb_artillery_cruiser_r06,Обвал,6,capital,Империя,cruiser,bomb_artillery,bomb_artillery_cruiser,combat,Бой,54.00,54.00,12.00,0.00,0.00,0.00,0.00,0.00,52.20,1.0692,1.00,adaptive_ship_rank,quick_adaptive,35000.00,0.00,851.02,1.0000,quick_adaptive,1.00,0.00,no,1.0474,39195.68,39195.68,9798.92,29396.76,2.00,29396.76,29396.76,17246.10,68592.44,44291.12,68592.44,17246.10,34492.20,7839.14,1959.78,1175.87,2351.74,0.00,44291.12,1080,1080,2160,2160,14,14,28,28,283606.00,1704072.00,737375.60,12,6.40,38.47,16.65,4.13,24.84,10.75,0.53,3.21,1.39,102031.26,"лимит задается плотностью целей/контрактом, не трюмом",68592.44,10.41,1.49,1.49,2.30,1.80
quick,Быстрая,capital_bomb_artillery_cruiser_r07,Шрапнель,7,capital,Империя,cruiser,bomb_artillery,bomb_artillery_cruiser,combat,Бой,60.00,60.00,14.00,0.00,0.00,0.00,0.00,0.00,52.50,1.0919,1.00,adaptive_ship_rank,quick_adaptive,70000.00,0.00,1458.70,1.0000,quick_adaptive,1.00,0.00,no,0.9459,72301.99,72301.99,18075.50,54226.50,2.00,54226.50,54226.50,31812.88,126528.49,81701.25,126528.49,31812.88,63625.76,14460.40,3615.10,2169.06,4338.12,0.00,81701.25,2160,2160,4320,4320,15,15,30,30,663878.00,3975320.00,2124409.60,12,8.13,48.66,26.00,5.25,31.42,16.79,0.68,4.05,2.17,192955.95,"лимит задается плотностью целей/контрактом, не трюмом",126528.49,10.67,1.52,1.52,2.36,1.45
quick,Быстрая,capital_bomb_artillery_cruiser_r08,Мортира,8,capital,Империя,cruiser,bomb_artillery,bomb_artillery_cruiser,combat,Бой,68.00,68.00,18.00,0.00,0.00,0.00,0.00,0.00,56.54,1.1361,1.00,adaptive_ship_rank,quick_adaptive,140000.00,0.00,2541.00,1.0000,quick_adaptive,1.00,0.00,no,0.9729,154745.09,154745.09,38686.27,116058.82,2.00,116058.82,116058.82,68087.84,270803.90,174861.95,270803.90,68087.84,136175.68,30949.02,7737.25,4642.35,9284.71,0.00,174861.95,4320,4320,8640,8640,17,17,34,34,1788151.00,15361264.00,6794973.80,15,10.23,87.85,38.86,6.60,56.72,25.09,0.68,5.86,2.59,426516.15,"лимит задается плотностью целей/контрактом, не трюмом",270803.90,11.02,1.57,1.57,2.44,1.19
quick,Быстрая,capital_bomb_artillery_cruiser_r09,Бомбард,9,capital,Империя,cruiser,bomb_artillery,bomb_artillery_cruiser,combat,Бой,80.00,80.00,22.00,0.00,0.00,0.00,0.00,0.00,59.46,1.1916,1.00,adaptive_ship_rank,quick_adaptive,284000.00,0.00,4319.28,1.0000,quick_adaptive,1.00,0.00,no,1.0031,339463.44,339463.44,84865.86,254597.58,2.00,254597.58,254597.58,149363.91,594061.02,383593.69,594061.02,149363.91,298727.83,67892.69,16973.17,10183.90,20367.81,0.00,383593.69,8640,8640,17280,17280,18,18,36,36,4466360.00,38574400.00,19651984.00,15,11.64,100.56,51.23,7.52,64.93,33.08,0.78,6.70,3.42,980200.68,"лимит задается плотностью целей/контрактом, не трюмом",594061.02,11.55,1.65,1.65,2.56,1.10
quick,Быстрая,capital_bomb_artillery_cruiser_r10,Вулкан,10,capital,Империя,cruiser,bomb_artillery,bomb_artillery_cruiser,combat,Бой,86.00,86.00,24.00,0.00,0.00,0.00,0.00,0.00,62.54,1.2237,1.00,adaptive_ship_rank,quick_adaptive,580000.00,0.00,7456.32,1.0000,quick_adaptive,1.00,0.00,no,0.9683,687252.48,687252.48,171813.12,515439.36,2.00,515439.36,515439.36,302391.09,1202691.84,776595.30,1202691.84,302391.09,604782.18,137450.50,34362.62,20617.57,41235.15,0.00,776595.30,17280,17280,34560,34560,20,20,40,40,16421975.00,94307872.00,82109875.00,15,21.15,121.44,105.73,13.65,78.41,68.27,1.41,8.10,7.05,2029542.48,"лимит задается плотностью целей/контрактом, не трюмом",1202691.84,11.81,1.69,1.69,2.61,0.62
quick,Быстрая,capital_cargo_frigate_r02,Возчик,2,capital,Империя,frigate,cargo,cargo_frigate,courier,Курьерка,45.18,0.00,15.00,0.00,0.00,12.00,0.00,0.00,45.18,0.9669,0.92,adaptive_ship_rank,quick_adaptive,2200.00,0.00,94.80,1.0000,quick_adaptive,1.00,0.00,no,1.0090,1974.65,1974.65,296.20,1678.45,2.00,1678.45,1678.45,631.89,3653.10,1559.97,3653.10,631.89,1263.77,236.96,59.24,829.35,1658.70,0.00,1559.97,10,10,20,20,9,9,18,18,4730.00,9460.00,6149.00,10,3.03,6.06,3.94,1.29,2.59,1.68,0.30,0.61,0.39,5232.61,"лимит задается плотностью целей/контрактом, не трюмом",3653.10,17.67,1.43,1.43,3.35,5.53
quick,Быстрая,capital_cargo_frigate_r03,Тягун,3,capital,Империя,frigate,cargo,cargo_frigate,courier,Курьерка,49.34,0.00,18.00,0.00,0.00,14.00,0.00,10.00,49.34,0.9937,0.92,adaptive_ship_rank,quick_adaptive,4400.00,0.00,161.77,1.0000,quick_adaptive,1.00,0.00,no,0.9483,3814.38,3814.38,572.16,3242.23,2.00,3242.23,3242.23,1220.60,7056.61,3013.36,7056.61,1220.60,2441.21,457.73,114.43,1602.04,3204.08,0.00,3013.36,20,20,40,40,11,11,22,22,11500.00,23000.00,17250.00,10,3.82,7.63,5.72,1.63,3.26,2.44,0.38,0.76,0.57,10291.19,"лимит задается плотностью целей/контрактом, не трюмом",7056.61,17.99,1.46,1.46,3.42,4.47
quick,Быстрая,capital_cargo_frigate_r04,Купец,4,capital,Империя,frigate,cargo,cargo_frigate,courier,Курьерка,51.32,8.00,22.00,0.00,0.00,20.00,0.00,18.00,51.32,1.0100,0.92,adaptive_ship_rank,quick_adaptive,8700.00,0.00,277.94,1.0000,quick_adaptive,1.00,0.00,no,0.9825,7942.29,7942.29,1191.34,6750.95,2.00,6750.95,6750.95,2541.53,14693.24,6274.41,14693.24,2541.53,5083.07,953.07,238.27,3335.76,6671.52,0.00,6274.41,40,40,80,80,13,13,26,26,30217.00,117268.00,54390.60,10,4.82,18.69,8.67,2.06,7.98,3.70,0.48,1.87,0.87,21610.08,"лимит задается плотностью целей/контрактом, не трюмом",14693.24,18.14,1.47,1.47,3.44,3.58
quick,Быстрая,capital_cargo_frigate_r05,Подкова,5,capital,Империя,frigate,cargo,cargo_frigate,courier,Курьерка,54.58,10.00,26.00,0.00,0.00,26.00,0.00,26.00,54.58,1.0316,0.92,adaptive_ship_rank,quick_adaptive,17400.00,0.00,481.40,1.0000,quick_adaptive,1.00,0.00,no,0.9613,15874.27,15874.27,2381.14,13493.13,2.00,13493.13,13493.13,5079.77,29367.40,12540.68,29367.40,5079.77,10159.53,1904.91,476.23,6667.19,13334.39,0.00,12540.68,80,80,160,160,16,16,32,32,72391.00,289564.00,159260.20,12,5.77,23.09,12.70,2.47,9.86,5.42,0.48,1.92,1.06,43790.47,"лимит задается плотностью целей/контрактом, не трюмом",29367.40,18.39,1.49,1.49,3.49,3.02
quick,Быстрая,capital_cargo_frigate_r06,Артель,6,capital,Империя,frigate,cargo,cargo_frigate,courier,Курьерка,58.00,14.00,32.00,0.00,0.00,28.00,0.00,32.00,58.00,1.0597,0.92,adaptive_ship_rank,quick_adaptive,35000.00,0.00,823.82,1.0000,quick_adaptive,1.00,0.00,no,1.0485,35777.04,35777.04,5366.56,30410.48,2.00,30410.48,30410.48,11448.65,66187.52,28263.86,66187.52,11448.65,22897.30,4293.24,1073.31,15026.36,30052.71,0.00,28263.86,160,160,320,320,18,18,36,36,200069.00,1280120.00,520179.40,12,7.08,45.29,18.40,3.02,19.34,7.86,0.59,3.77,1.53,100108.62,"лимит задается плотностью целей/контрактом, не трюмом",66187.52,18.65,1.51,1.51,3.54,2.50
quick,Быстрая,capital_cargo_frigate_r07,Снабженец,7,capital,Империя,frigate,cargo,cargo_frigate,courier,Курьерка,61.13,17.00,34.00,0.00,0.00,32.00,0.00,40.00,61.13,1.0882,0.92,adaptive_ship_rank,quick_adaptive,70000.00,0.00,1414.33,1.0000,quick_adaptive,1.00,0.00,no,1.0381,72752.46,72752.46,10912.87,61839.59,2.00,61839.59,61839.59,23280.79,134592.05,57474.44,134592.05,23280.79,46561.57,8730.29,2182.57,30556.03,61112.06,0.00,57474.44,320,320,640,640,20,20,40,40,512291.00,3258608.00,1639331.20,12,8.91,56.70,28.52,3.81,24.21,12.18,0.74,4.72,2.38,206203.43,"лимит задается плотностью целей/контрактом, не трюмом",134592.05,18.90,1.53,1.53,3.59,2.01
quick,Быстрая,capital_cargo_frigate_r08,Пристав,8,capital,Империя,frigate,cargo,cargo_frigate,courier,Курьерка,62.53,20.00,37.00,0.00,0.00,34.00,0.00,48.00,62.53,1.1070,0.92,adaptive_ship_rank,quick_adaptive,140000.00,0.00,2446.00,1.0000,quick_adaptive,1.00,0.00,no,0.9625,137231.41,137231.41,20584.71,116646.70,2.00,116646.70,116646.70,43914.05,253878.11,108412.81,253878.11,43914.05,87828.10,16467.77,4116.94,57637.19,115274.39,0.00,108412.81,640,640,1280,1280,22,22,44,44,1326717.00,12103232.00,5041524.60,15,12.24,111.64,46.50,5.23,47.67,19.86,0.82,7.44,3.10,391178.57,"лимит задается плотностью целей/контрактом, не трюмом",253878.11,19.00,1.54,1.54,3.61,1.47
quick,Быстрая,capital_cargo_frigate_r09,Кладовщик,9,capital,Империя,frigate,cargo,cargo_frigate,courier,Курьерка,64.89,21.00,40.00,0.00,0.00,38.00,0.00,54.00,64.89,1.1279,0.92,adaptive_ship_rank,quick_adaptive,284000.00,0.00,4122.72,1.0000,quick_adaptive,1.00,0.00,no,0.9892,291525.71,291525.71,43728.86,247796.86,2.00,247796.86,247796.86,93288.23,539322.57,230305.31,539322.57,93288.23,186576.46,34983.09,8745.77,122440.80,244881.60,0.00,230305.31,1280,1280,2560,2560,25,25,50,50,3172806.00,28511984.00,13960346.40,15,13.78,123.80,60.62,5.88,52.87,25.88,0.92,8.25,4.04,838949.97,"лимит задается плотностью целей/контрактом, не трюмом",539322.57,19.19,1.56,1.56,3.64,1.32
quick,Быстрая,capital_cargo_frigate_r10,Опора,10,capital,Империя,frigate,cargo,cargo_frigate,courier,Курьерка,67.82,22.00,42.00,0.00,0.00,42.00,0.00,58.00,67.82,1.1492,0.92,adaptive_ship_rank,quick_adaptive,580000.00,0.00,7096.32,1.0000,quick_adaptive,1.00,0.00,no,1.0398,637589.41,637589.41,95638.41,541951.00,2.00,541951.00,541951.00,204028.61,1179540.42,503695.64,1179540.42,204028.61,408057.23,76510.73,19127.68,267787.55,535575.11,0.00,503695.64,2560,2560,5120,5120,27,27,54,54,13705142.00,74550504.00,68525710.00,15,27.21,148.01,136.05,11.62,63.20,58.10,1.81,9.87,9.07,1856449.17,"лимит задается плотностью целей/контрактом, не трюмом",1179540.42,19.41,1.57,1.57,3.69,0.68
quick,Быстрая,capital_heavy_battleship_r02,Вал,2,capital,Империя,battleship,heavy,heavy_battleship,combat,Бой,50.00,50.00,0.00,0.00,0.00,0.00,0.00,0.00,32.68,0.9992,1.12,adaptive_ship_rank,quick_adaptive,2200.00,0.00,99.12,1.0000,quick_adaptive,1.00,0.00,no,1.0402,2560.90,2560.90,640.22,1920.67,2.00,1920.67,1920.67,1126.80,4481.57,2893.81,4481.57,1126.80,2253.59,512.18,128.04,76.83,153.65,0.00,2893.81,68,68,136,136,7,7,14,14,10250.00,20500.00,13325.00,10,3.54,7.08,4.60,2.29,4.57,2.97,0.35,0.71,0.46,6554.30,"лимит задается плотностью целей/контрактом, не трюмом",4481.57,10.24,1.46,1.46,2.26,3.20
quick,Быстрая,capital_heavy_battleship_r03,Гром,3,capital,Империя,battleship,heavy,heavy_battleship,combat,Бой,64.00,64.00,0.00,0.00,0.00,0.00,0.00,0.00,35.09,1.0616,1.12,adaptive_ship_rank,quick_adaptive,4400.00,0.00,171.26,1.0000,quick_adaptive,1.00,0.00,no,0.9735,5093.11,5093.11,1273.28,3819.83,2.00,3819.83,3819.83,2240.97,8912.94,5755.21,8912.94,2240.97,4481.93,1018.62,254.66,152.79,305.59,0.00,5755.21,135,135,270,270,9,9,18,18,25000.00,50000.00,37500.00,10,4.34,8.69,6.52,2.80,5.61,4.21,0.43,0.87,0.65,13815.05,"лимит задается плотностью целей/контрактом, не трюмом",8912.94,10.85,1.55,1.55,2.40,2.76
quick,Быстрая,capital_heavy_battleship_r04,Цитадель,4,capital,Империя,battleship,heavy,heavy_battleship,combat,Бой,62.00,62.00,0.00,0.00,0.00,0.00,10.80,0.00,36.41,1.0595,1.12,adaptive_ship_rank,quick_adaptive,8700.00,0.00,292.96,1.0000,quick_adaptive,1.00,0.00,no,0.9982,10304.71,10304.71,2576.18,7728.53,2.00,7728.53,7728.53,4534.07,18033.24,11644.32,18033.24,4534.07,9068.14,2060.94,515.24,309.14,618.28,0.00,11644.32,270,270,540,540,10,10,20,20,64606.00,250584.00,116290.80,10,5.55,21.52,9.99,3.58,13.90,6.45,0.55,2.15,1.00,27726.10,"лимит задается плотностью целей/контрактом, не трюмом",18033.24,10.76,1.54,1.54,2.38,2.15
quick,Быстрая,capital_heavy_battleship_r05,Легион,5,capital,Империя,battleship,heavy,heavy_battleship,combat,Бой,74.00,74.00,0.00,0.00,0.00,0.00,15.60,0.00,39.82,1.1166,1.12,adaptive_ship_rank,quick_adaptive,17400.00,0.00,512.20,1.0000,quick_adaptive,1.00,0.00,no,0.9900,21542.37,21542.37,5385.59,16156.78,2.00,16156.78,16156.78,9478.64,37699.14,24342.88,37699.14,9478.64,18957.28,4308.47,1077.12,646.27,1292.54,0.00,24342.88,540,540,1080,1080,12,12,24,24,158776.00,622184.00,349307.20,12,6.52,25.56,14.35,4.21,16.50,9.27,0.54,2.13,1.20,60789.87,"лимит задается плотностью целей/контрактом, не трюмом",37699.14,11.29,1.61,1.61,2.50,1.91
quick,Быстрая,capital_heavy_battleship_r06,Реванш,6,capital,Империя,battleship,heavy,heavy_battleship,combat,Бой,84.00,84.00,0.00,0.00,0.00,0.00,21.60,0.00,40.82,1.1591,1.12,adaptive_ship_rank,quick_adaptive,35000.00,0.00,878.22,1.0000,quick_adaptive,1.00,0.00,no,0.9703,44088.90,44088.90,11022.22,33066.67,2.00,33066.67,33066.67,19399.11,77155.57,49820.45,77155.57,19399.11,38798.23,8817.78,2204.44,1322.67,2645.33,0.00,49820.45,1080,1080,2160,2160,14,14,28,28,399256.00,2616104.00,1038065.60,12,8.01,52.51,20.84,5.17,33.91,13.45,0.67,4.38,1.74,129235.57,"лимит задается плотностью целей/контрактом, не трюмом",77155.57,11.72,1.67,1.67,2.59,1.62
